gbifID,species,taxonKey,decimalLatitude,decimalLongitude,year,country,datasetKey,basisOfRecord,coordinateUncertaintyInMeters
4509501317,Canis lupus,5219173,59.905731,11.08414,2024,Norway,9ea87732-b88e-488d-a02b-3dc6e9b885e0,HUMAN_OBSERVATION,
4509501331,Canis lupus,5219173,59.760718,11.064692,2024,Norway,9ea87732-b88e-488d-a02b-3dc6e9b885e0,HUMAN_OBSERVATION,
4511468363,Canis lupus,5219173,59.810243,10.315903,2024,Norway,9ea87732-b88e-488d-a02b-3dc6e9b885e0,HUMAN_OBSERVATION,
4512903325,Canis lupus,5219173,59.788479,11.079369,2024,Norway,9ea87732-b88e-488d-a02b-3dc6e9b885e0,HUMAN_OBSERVATION,
4517423309,Canis lupus,5219173,60.955397,11.853036,2024,Norway,9ea87732-b88e-488d-a02b-3dc6e9b885e0,HUMAN_OBSERVATION,
5106220860,Canis lupus,5219173,59.878712,11.564446,2024,Norway,0ed1428a-347a-4f4c-a8fd-bbf632cd6fa5,HUMAN_OBSERVATION,
5830066749,Canis lupus,5219173,69.155583,29.045918,2024,Norway,3b45d150-bb41-488d-a438-9e7ffb3c6101,HUMAN_OBSERVATION,
5830066752,Canis lupus,5219173,69.119086,29.019789,2024,Norway,3b45d150-bb41-488d-a438-9e7ffb3c6101,HUMAN_OBSERVATION,
5830066765,Canis lupus,5219173,69.151545,29.050995,2024,Norway,3b45d150-bb41-488d-a438-9e7ffb3c6101,HUMAN_OBSERVATION,
5830066767,Canis lupus,5219173,69.119401,29.047387,2024,Norway,3b45d150-bb41-488d-a438-9e7ffb3c6101,HUMAN_OBSERVATION,
5830066769,Canis lupus,5219173,69.125596,29.052657,2024,Norway,3b45d150-bb41-488d-a438-9e7ffb3c6101,HUMAN_OBSERVATION,
5830066771,Canis lupus,5219173,69.144942,29.041485,2024,Norway,3b45d150-bb41-488d-a438-9e7ffb3c6101,HUMAN_OBSERVATION,
5830068248,Canis lupus,5219173,69.0291,29.036421,2024,Norway,3b45d150-bb41-488d-a438-9e7ffb3c6101,HUMAN_OBSERVATION,
5830068323,Canis lupus,5219173,69.063232,28.923328,2024,Norway,3b45d150-bb41-488d-a438-9e7ffb3c6101,HUMAN_OBSERVATION,
