GridID,year,gbif_D_moose,gbif_D_roe,gbif_D_wolf
5,2022,,0.0,
5,2024,,0.0,
6,1999,0.009429449131734064,,
6,2010,0.05785004632619019,,
6,2014,,0.0779297043732948,
6,2017,0.0,,
6,2019,,0.0,
7,2001,,0.12112875941583287,
7,2018,,,0.3052502020723847
7,2019,,,0.298076163062565
7,2020,,,0.4607454217453023
8,2001,0.11911381320856008,,
8,2014,,,0.5005521673161203
8,2015,,,0.14541342683932973
8,2017,,,0.08298033265844643
8,2018,,,0.38018346034200623
8,2019,,,0.5011086724418593
8,2020,,,0.4195066738790674
8,2021,,,0.33666385698350426
8,2022,,0.0,
9,2017,0.0,,
10,2016,,0.0,
12,1999,0.7033686918915699,0.6823808247463217,
12,2000,0.37930897333103075,0.5044283415113857,
12,2001,0.4458327793696816,0.5154852387943806,
12,2002,,0.44157060814047544,0.3150513485028881
12,2003,0.09576104413928568,0.4651390081254297,0.3304029123837552
12,2004,0.3955656480202212,0.6182048121235942,0.22694261963918644
12,2005,0.3114731469861103,0.46634125717003916,
12,2006,0.24096347824573938,0.41634037868511825,
12,2007,0.3499357786311235,0.4939063400474819,
12,2008,0.10738349825561784,0.6422345163949684,
12,2009,0.5366115207508665,0.7528145392869655,
12,2010,0.3845690124873117,0.6966673589437585,0.4638670923034873
12,2011,0.42965131703094944,0.6423777387478421,
12,2012,0.19203379344664215,0.5166110635629995,0.5405760370081879
12,2013,0.438614545860824,0.5222530868354992,
12,2014,0.4270086038231665,0.6883746302865741,
12,2015,0.36448393065879503,0.6319371873952567,0.14541342683932973
12,2016,0.480240997704368,0.7354600707548311,0.3493725403493656
12,2017,0.4417778998633782,0.773634647663658,
12,2018,0.34912957233738834,0.7051811436926421,
12,2019,0.36185452656945594,0.6020991306924709,0.5423474203080941
12,2020,0.033897632300124395,0.4864320230861966,0.2382414299293435
12,2021,0.030479886506750712,0.5625999013430764,
12,2022,0.09884183174770665,0.5227979630950761,
12,2023,0.17492952546381924,0.545814186782539,0.3953459555069304
12,2024,0.0,0.5065130015982247,0.47491123794571805
13,1999,0.6228259305108161,0.5943274116985185,
13,2000,0.0,,
13,2001,0.11911381320856008,0.19802334353345502,
13,2004,0.10031708220978383,0.18153018937410545,
13,2005,0.14811366390554953,0.18109992914194553,
13,2007,,0.170608741914786,
13,2008,0.2707429813361786,0.2363808576324443,
13,2009,0.17356264359918866,0.22406560278313548,
13,2010,0.05785004632619019,,
13,2011,,0.15114554032312608,
13,2014,0.235890260344526,0.15482428849091692,0.5594050135996628
13,2015,0.10556527583891406,,0.19857941967938092
13,2016,0.07143383566659343,0.09202570397559816,0.2212732892396929
13,2017,0.24694801643213332,0.0,
13,2018,0.22210000024738397,0.04595509005305316,
13,2019,,0.20480235398149008,
13,2020,0.0,0.059484936593418816,0.39482898366468205
13,2021,0.0982801978479912,0.14894080432166534,
13,2022,0.09884183174770665,0.1406809160208143,
13,2023,0.0,0.1655119418735095,0.2387584017715919
13,2024,0.0806185358128581,0.12439595452396285,
14,1999,0.10498862087105432,0.1395776537729733,
14,2002,0.042237795422555326,0.1363481451838358,
14,2004,0.10031708220978383,,
14,2007,0.2295454601199738,,
14,2009,0.0780034718598684,,
14,2012,0.09647462170732189,,
14,2013,0.17969589104094302,,
14,2014,0.07253077726396527,,
14,2015,0.17336558718015455,,
14,2017,0.1150589337022567,0.0,
14,2018,,0.04595509005305316,
14,2019,0.15552587891948416,,
14,2020,0.033897632300124395,0.1018030799643599,
14,2021,0.0,0.0,
14,2022,0.0,0.0,
14,2023,0.0,,
14,2024,0.012818224471617607,,0.14377947745675101
15,2001,0.11911381320856008,0.12112875941583287,
15,2002,0.20559727850311607,0.26780030497668506,
15,2003,,0.23681112928641215,
15,2005,0.4433622297159869,,
15,2006,,0.28488821889226906,
15,2007,0.13398628838065355,0.3020609017076353,
15,2008,,0.18182328195721717,
15,2009,0.4047224380209899,0.26638374615407656,
15,2010,0.15340921806551044,0.38768941922740285,
15,2011,0.4974516283721899,0.4686074355840517,
15,2012,0.42319358786844335,0.2980107209806931,
15,2013,0.3430553741215037,0.20777779470116828,
15,2014,0.33144943208384625,0.20938186416614404,
15,2015,0.17336558718015455,0.23758070801670877,
15,2016,0.13923414700783393,0.03746812830037104,
15,2017,0.24694801643213332,0.20686733602568777,
15,2018,0.22210000024738397,0.17740724984590242,
15,2019,0.15552587891948416,0.11566833755958192,
15,2020,0.1972571153806851,0.19093709638626805,
15,2021,0.0982801978479912,0.25115900000827723,
15,2022,,0.16991488012705172,
15,2023,,0.004825817974422859,
15,2024,,0.0,
16,1999,,0.1395776537729733,
16,2002,0.20559727850311607,,
16,2007,,0.170608741914786,
16,2009,0.0780034718598684,,
16,2010,0.15340921806551044,0.32004766428747194,
16,2012,0.09647462170732189,0.22111613686307097,
16,2013,0.08413671930162277,,
16,2014,0.16808994900328553,0.0779297043732948,
16,2015,0.010006104099593814,0.07689458411762214,
16,2016,,0.0,0.1463400309700713
16,2017,0.0,0.0,
16,2019,0.10293587174957496,,
16,2020,0.0,,
16,2022,,0.0,
16,2023,0.0,0.0,
17,2000,0.6811967927203226,0.21229005781944973,
17,2002,0.3374863612329927,,
17,2004,0.10031708220978383,,
17,2006,0.14540430650641914,,
17,2009,0.0780034718598684,,
17,2010,0.05785004632619019,,
17,2011,0.17073266221106848,,
17,2013,0.17969589104094302,,
17,2016,0.0,,
17,2018,0.0,,
17,2019,0.0,,
17,2021,0.030479886506750712,,
17,2022,0.0,,
18,1999,0.009429449131734064,,
18,2000,0.32671896616112145,0.13539547370182758,
18,2003,0.19132021587860593,,
18,2009,0.0780034718598684,,
18,2019,0.0,,
18,2022,0.0,,
18,2024,0.012818224471617607,,
19,2001,0.11911381320856008,,
19,2013,0.08413671930162277,,
19,2015,,,0.07048016856970821
20,2014,,,0.4886249223423038
20,2021,,0.0,
20,2023,,,0.16382514350197036
21,2001,,0.12112875941583287,
21,2007,,0.170608741914786,
21,2011,,0.07425095620550394,
21,2014,,,0.347775225992062
21,2015,,0.3052224629566397,
21,2016,,0.2234778637684474,
21,2017,,0.20686733602568777,
21,2018,,0.29235810406812696,
21,2019,,0.29687666773583127,
21,2020,,0.3101498238748313,
21,2021,,0.34803471905444544,
21,2022,,0.3690087948598318,
21,2023,,0.3738586857839809,
21,2024,,0.32190286937601553,
22,2013,,0.15322021902594116,
22,2014,,0.0779297043732948,
22,2015,,0.2629043195856985,
22,2016,,0.1689202880932203,
22,2017,,0.2545279560370725,
22,2018,,0.14283080909922138,
22,2019,,0.22713936242388513,
22,2020,,0.32238925617911735,
22,2021,,0.14894080432166534,
22,2022,,0.2175755001384365,
22,2023,,0.1362779777672721,
22,2024,,0.15362991863020026,
23,1999,0.48429759420208507,0.46287525190566925,
23,2000,0.6811967927203226,0.3982997932875261,
23,2001,0.18691412454980058,0.12112875941583287,
23,2002,0.13779696716187556,0.3101184483476262,0.20303250937929426
23,2003,0.2591205272198464,0.29136870496163925,
23,2004,0.7048190017360887,0.521329093077426,
23,2005,0.3640631541560195,0.2579945132595677,
23,2006,,0.38176393793843727,0.2002811612042697
23,2007,0.3499357786311235,0.34437904507857636,
23,2008,0.4026320640660552,0.3678330174252935,
23,2009,0.6536107316036716,0.6913239845117448,
23,2010,0.48012818422663195,0.6552765786874702,0.5582718330097733
23,2011,0.47694496836432404,0.5678390281440688,
23,2012,0.31242411195779185,0.5968039113195069,0.707726931709004
23,2013,0.41085568546274426,0.6491352573250261,0.33256061594152053
23,2014,0.33144943208384625,0.6095740464164621,0.31928692336639625
23,2015,0.3052546699100312,0.5197876452452705,0.30200098057466823
23,2016,0.45074280899762414,0.6207746404794282,0.3493725403493656
23,2017,0.4560657843987908,0.6045804584122282,0.08298033265844643
23,2018,0.43121776821404145,0.6823547275488372,
23,2019,0.29405421522821545,0.7052873815838974,0.298076163062565
23,2020,0.4132066056311551,0.629967592649606,0.2914074227693947
23,2021,0.48908793539774886,0.6532571820110852,
23,2022,0.31479132199817667,0.6624968734246508,
23,2023,0.317782348536514,0.7075394660435347,
23,2024,0.13320854298276733,0.6707774463552637,0.4217452451056668
24,1999,0.268348103951615,0.21647223789059544,
24,2000,0.5043663337770948,0.21229005781944973,
24,2001,0.18691412454980058,,
24,2002,0.44400927331513107,0.3101184483476262,
24,2003,0.2591205272198464,0.15991654516879,
24,2004,0.26367656529034456,,
24,2005,0.14811366390554953,0.2579945132595677,
24,2008,0.10738349825561784,0.10492869783959502,
24,2009,0.24136295494042914,0.22406560278313548,
24,2010,0.3530986121366276,0.3677082842988567,0.7200655945228329
24,2011,0.2911229807222182,0.3118316642222127,
24,2012,0.19203379344664215,0.37490530509831527,0.37659517122003694
24,2013,0.17969589104094302,0.15322021902594116,0.4074938742111421
24,2014,0.16808994900328553,0.25170000753708516,0.44738617447606904
24,2015,0.10556527583891406,0.28524132802809354,0.5828771730083993
24,2016,0.0,0.26579600713938856,0.4437772810556516
24,2017,0.24694801643213332,0.20686733602568777,
24,2018,0.30616040776797737,0.2742829688920707,
24,2019,0.26629535483013567,0.20480235398149008,
24,2020,0.2928162871200054,0.19093709638626805,0.5693731904183105
24,2021,0.0982801978479912,0.21658255926159622,
24,2022,0.031041520406466152,0.1406809160208143,
24,2023,0.17492952546381924,0.10170153702059107,
24,2024,0.21250761854273473,0.04750137040634072,0.3131174764326586
25,1999,0.5400092088110091,0.44480011672961295,
25,2000,0.29524856581043735,0.26684763349467683,
25,2001,0.2395041317197098,,
25,2002,0.44400927331513107,0.1363481451838358,
25,2003,0.09576104413928568,,
25,2006,0.14540430650641914,0.20799363477464688,
25,2007,0.29734577146121427,0.170608741914786,
25,2009,,0.09261344299028619,
25,2010,,0.0824669562707631,0.2608345829241931
25,2011,0.17073266221106848,0.07425095620550394,
25,2012,0.09647462170732189,,
25,2014,0.33144943208384625,0.15482428849091692,0.11625441398710193
25,2015,0.10556527583891406,,
25,2016,0.0,,0.2212732892396929
25,2017,,0.10073878780182823,0.15791359092806795
25,2018,0.0,0.04595509005305316,
25,2019,0.23482495447945156,0.0,0.3393149109287998
25,2020,0.2928162871200054,0.3101498238748313,0.16330817165972195
25,2021,,0.08513039946874688,
25,2022,0.4103504937374969,0.19523849169604143,0.25691159076879166
25,2023,0.39087901571428924,0.2331536968134404,0.2387584017715919
25,2024,0.4350963623720593,0.08981951377728181,
26,1999,0.009429449131734064,0.1395776537729733,
26,2001,0.023554641469239832,,
26,2003,0.09576104413928568,,
26,2009,0.0780034718598684,,
26,2011,0.23853297355230899,0.07425095620550394,
26,2012,0.09647462170732189,,0.14507435921507697
26,2013,,0.07632563490831899,0.07636211372217508
26,2014,0.07253077726396527,0.0779297043732948,
26,2017,0.1150589337022567,0.0,
26,2018,0.18577008925682756,0.04595509005305316,
26,2019,0.0,0.018792618513413722,0.16997691195289227
26,2020,0.0,0.13637952071104095,0.16330817165972195
26,2021,0.0982801978479912,0.0,
26,2022,0.15143183891761586,0.0,
26,2023,0.011570042383258516,0.1362779777672721,
26,2024,0.13320854298276733,0.04750137040634072,0.14377947745675101
27,2002,0.042237795422555326,,
27,2008,0.10738349825561784,,
27,2013,0.08413671930162277,,
27,2014,,0.0779297043732948,
27,2015,0.17336558718015455,,
27,2016,0.0,,
27,2018,0.0,,
27,2019,0.0,,
27,2020,0.033897632300124395,,
27,2021,0.0,,
27,2022,0.031041520406466152,,
27,2023,0.0,,
28,1999,,0.1395776537729733,
28,2002,0.5466041291996502,0.21324272930145796,
28,2003,0.19132021587860593,,
28,2014,0.16808994900328553,,0.11625441398710193
28,2018,0.02241060617626685,0.0,
28,2020,0.0,,
28,2021,0.0,,
28,2023,,0.0,0.16382514350197036
28,2024,0.0,0.0,
29,2000,0.09555917173932021,,
29,2001,0.18691412454980058,,
29,2008,,0.10492869783959502,
29,2010,,0.4057645544034591,
29,2011,,0.07425095620550394,
29,2012,0.19203379344664215,0.0896639770702217,
29,2013,0.08413671930162277,,
30,2012,,0.0896639770702217,
30,2014,0.07253077726396527,0.0779297043732948,0.11625441398710193
30,2015,,0.0,
30,2016,,0.09202570397559816,
30,2017,,0.14305693117276932,
30,2018,,0.04595509005305316,
30,2019,,0.24712049735243125,
30,2020,,0.1018030799643599,
30,2021,0.0,0.08513039946874688,
30,2022,,0.0,
30,2023,,0.05938339364964997,
30,2024,0.0,0.04750137040634072,
31,1999,0.33614841529285555,,
31,2000,0.0,0.13539547370182758,
31,2001,0.023554641469239832,,
31,2003,0.09576104413928568,,
31,2012,,,0.14507435921507697
31,2017,0.0,,
31,2019,0.19849504348889518,,
31,2020,0.1542879508112741,,
31,2021,,0.0,
31,2022,0.15143183891761586,,
31,2023,0.13196036089440824,,
31,2024,0.0,,
32,1999,,0.1395776537729733,
32,2001,,0.19802334353345502,
32,2003,,0.15991654516879,
32,2005,,0.2579945132595677,
32,2006,0.14540430650641914,,
32,2007,,0.24750332603240816,
32,2009,,0.09261344299028619,
32,2010,0.05785004632619019,0.15936154038838526,
32,2011,0.07517349047174823,0.2057031159983532,
32,2012,0.09647462170732189,0.16655856118784385,
32,2013,,0.15322021902594116,
32,2015,,0.13145215979284924,
32,2016,0.13923414700783393,0.03746812830037104,0.40253853318941685
32,2017,,0.14305693117276932,
32,2018,,0.25430183396352457,
32,2019,,0.018792618513413722,
32,2020,,0.3338864355630936,
32,2021,,0.2346576944376525,
32,2022,,0.2175755001384365,
32,2023,,0.004825817974422859,
32,2024,,0.15362991863020026,
33,2002,,0.1363481451838358,
33,2003,0.42248001030040716,0.6670564794180753,
33,2004,0.10031708220978383,0.2584247734917276,
33,2005,,0.3125520889347948,
33,2006,,0.4455743427913557,
33,2007,,0.24750332603240816,
33,2008,0.20294266999493807,0.3425094058563038,
33,2009,0.0780034718598684,0.4616463107998442,
33,2010,,0.34537127585646166,
33,2011,,0.39754855433819986,
33,2012,0.19203379344664215,0.39488644002686135,
33,2013,,0.36156696293641255,
33,2014,0.07253077726396527,0.4329083377133345,
33,2015,0.010006104099593814,0.513569206867111,
33,2016,0.0,0.4395663103031789,
33,2017,0.0472586223610162,0.3514036750832407,
33,2018,0.02241060617626685,0.4057351286849199,
33,2019,0.10293587174957496,0.44903796864507683,
33,2020,0.0,0.2678316805038902,
33,2021,0.030479886506750712,0.5364003280363707,
33,2022,0.0,0.5608542331996785,
33,2023,0.07937035372449902,0.5306344571458199,
33,2024,0.0,0.4693909470726953,
34,2007,,0.170608741914786,
34,2010,,0.0824669562707631,
34,2011,,0.07425095620550394,
34,2012,,0.16655856118784385,
34,2013,,0.15322021902594116,
34,2014,,0.0779297043732948,
34,2015,,0.0,
34,2016,0.0,0.1981542521994577,
34,2017,,0.0,
34,2018,,0.04595509005305316,
34,2019,,0.20480235398149008,
34,2020,0.0,0.4285178044029769,
34,2021,0.0,0.25115900000827723,
34,2022,0.031041520406466152,0.3490276599312857,
34,2023,,0.25122883198949664,
34,2024,0.0806185358128581,0.32190286937601553,
35,1999,0.4112009270243098,0.5086105215825313,
35,2000,0.21594949025046994,0.34374221761229895,
35,2001,0.4028636148002706,0.4263512223724726,
35,2002,0.3374863612329927,0.47614704888715653,0.0
35,2003,,,0.2269813514884679
35,2004,0.19587625394910407,0.3129823491669547,
35,2005,,0.18109992914194553,
35,2008,0.20294266999493807,0.3132754417500664,
35,2009,,0.26638374615407656,
35,2010,0.15340921806551044,0.43744558961080277,
35,2011,0.07517349047174823,0.39754855433819986,
35,2012,0.25983410478788266,0.4294628807735424,
35,2013,0.17969589104094302,0.3392299544940175,0.07636211372217508
35,2014,0.235890260344526,0.5411095336609058,
35,2015,0.22595559435006377,0.48643079313288895,
35,2016,0.3303524904864744,0.533383166599456,0.2212732892396929
35,2017,0.3061772771808972,0.5978066890983146,
35,2018,0.18577008925682756,0.5795054318487103,
35,2019,0.10293587174957496,0.6292375444266929,
35,2020,0.42841690980248637,0.5730541434605299,
35,2021,0.2301692805778678,0.593573743515706,
35,2022,0.23073091447758326,0.6010921504585656,
35,2023,0.4060893198856205,0.612725130108854,
35,2024,0.42162538650939224,0.5642052830073762,
36,1999,0.8030267133109623,0.7123872761896803,
36,2000,0.09555917173932021,,
36,2001,0.5136330907109221,0.4761073927558725,
36,2002,0.44400927331513107,0.5053810129933939,0.2974372500855803
36,2003,,,0.2682200993547027
36,2004,,0.18153018937410545,
36,2005,0.14811366390554953,0.2579945132595677,
36,2006,0.14540430650641914,,
36,2007,,,0.5900027445056905
36,2008,0.10738349825561784,0.10492869783959502,0.20117069929666753
36,2009,0.0780034718598684,,
36,2010,,0.21391911606361239,0.13273533181452032
36,2011,0.3704220562821856,0.07425095620550394,
36,2012,0.09647462170732189,,0.5174448675702787
36,2013,,,0.5109154351064294
36,2014,,0.15482428849091692,0.1911876722567235
36,2015,0.4117775819921696,0.28524132802809354,0.36791741865528854
36,2016,0.355183637258304,0.3003724478860696,0.4774717914590384
36,2017,0.16764894087216592,0.23219094759467748,0.21107958376811917
36,2018,0.28132926099614786,0.29235810406812696,
36,2019,0.19849504348889518,0.15024477830626295,0.16997691195289227
36,2020,0.0,0.19093709638626805,
36,2021,0.030479886506750712,0.30571657568350435,
36,2022,0.09884183174770665,0.2175755001384365,
36,2023,0.13196036089440824,0.2331536968134404,
36,2024,0.0,0.08981951377728181,0.5783327988410053
37,1999,0.10498862087105432,,
37,2001,0.023554641469239832,,
37,2002,,0.1363481451838358,
37,2003,0.09576104413928568,,
37,2004,,0.18153018937410545,
37,2006,0.14540430650641914,,
37,2009,0.24136295494042914,0.09261344299028619,
37,2010,0.3530986121366276,0.15936154038838526,0.2608345829241931
37,2011,0.454482463802779,,
37,2012,,0.0896639770702217,
37,2013,0.08413671930162277,0.07632563490831899,0.3914134622250631
37,2014,0.07253077726396527,0.15482428849091692,
37,2015,0.10556527583891406,0.17377030316379033,0.45477792189872646
37,2016,0.0,0.2234778637684474,0.2212732892396929
37,2017,0.0,0.338319495818537,0.08298033265844643
37,2018,0.25357040059806807,0.33809337374498905,
37,2019,0.23482495447945156,0.4131490978919615,0.16997691195289227
37,2020,0.10169794364136489,0.39121260608818054,
37,2021,0.2893985413266317,0.5218050222182358,
37,2022,0.09884183174770665,0.10610447527413328,
37,2023,0.011570042383258516,0.1655119418735095,
37,2024,0.012818224471617607,0.2393468087461874,
38,1999,0.009429449131734064,,
38,2000,0.0,,
38,2001,0.023554641469239832,,
38,2002,0.13779696716187556,0.1363481451838358,
38,2003,0.09576104413928568,,
38,2006,0.30876378958697986,0.20799363477464688,
38,2008,0.10738349825561784,,
38,2009,0.2939529621103384,0.09261344299028619,
38,2010,,0.0824669562707631,
38,2011,0.07517349047174823,0.15114554032312608,
38,2013,,0.15322021902594116,0.5828916998233649
38,2014,0.235890260344526,0.0779297043732948,
38,2015,0.10556527583891406,0.13145215979284924,0.36791741865528854
38,2016,0.19182415417774315,0.1981542521994577,0.4243057986189872
38,2017,0.24694801643213332,0.14305693117276932,
38,2018,0.28132926099614786,0.23196482552112951,0.04905169985303921
38,2019,0.23482495447945156,0.17947874241250036,0.5423474203080941
38,2020,0.033897632300124395,0.16561348481727836,0.36634068103901624
38,2021,0.3571988526678722,0.2346576944376525,0.2422591162772183
38,2022,0.23073091447758326,0.1406809160208143,0.38501084187846435
38,2023,0.21125943645437564,0.2829098671968404,0.2387584017715919
38,2024,0.5217609722586021,0.15362991863020026,
39,1999,0.10498862087105432,,
39,2008,0.10738349825561784,,
39,2009,0.0780034718598684,0.09261344299028619,
39,2014,0.07253077726396527,,
39,2015,0.010006104099593814,,
39,2016,,0.09202570397559816,
39,2018,,0.04595509005305316,0.04905169985303921
39,2019,0.0,,
39,2020,,0.0,
39,2021,0.0,0.0428122560978058,
39,2022,0.09884183174770665,0.009228756227965073,
39,2023,,0.05938339364964997,0.33316314247787787
39,2024,0.0806185358128581,,
40,1999,0.3639072756909353,0.27102981356582256,
40,2000,0.35447782655920124,0.4206368017299212,
40,2002,0.042237795422555326,,
40,2003,0.585839493380968,,
40,2004,0.6429855386213753,,
40,2007,,0.170608741914786,
40,2008,0.10738349825561784,,
40,2009,0.0780034718598684,,
40,2010,0.22120952940675093,0.0824669562707631,
40,2011,0.3340921452916292,0.07425095620550394,
40,2012,0.19203379344664215,0.16655856118784385,0.14507435921507697
40,2013,0.17969589104094302,0.31390634292502784,
40,2014,0.36777934307440263,0.3408340239589933,
40,2015,0.4511485405453378,0.35497863334003965,0.27351267794900247
40,2016,0.45074280899762414,0.3664272029452729,
40,2017,0.1150589337022567,0.41521407993615916,
40,2018,0.38545948332794466,0.32403913927547073,
40,2019,0.544078308195319,0.2816969380991122,0.16997691195289227
40,2020,0.2650574267219256,0.32238925617911735,0.3326461706356295
40,2021,0.4097888598377814,0.3280535841258993,0.16732585800759675
40,2022,0.4533196583069078,0.3690087948598318,
40,2023,0.317782348536514,0.4537398730281978,0.36685765288126465
40,2024,0.4823900137054339,0.4693909470726953,0.14377947745675101
41,1999,0.7094905403973589,0.46287525190566925,
41,2000,0.0,,
41,2001,0.3188032072796772,0.19802334353345502,
41,2002,0.3967156219817566,0.34469488909430723,
41,2003,0.4502388706984869,0.39749725318549883,
41,2008,0.10738349825561784,,
41,2010,,0.15936154038838526,
41,2011,0.07517349047174823,,
41,2012,0.09647462170732189,0.0896639770702217,
41,2013,,0.36156696293641255,0.3543278813710909
41,2014,0.235890260344526,0.15482428849091692,
41,2015,0.10556527583891406,0.0,0.07048016856970821
41,2016,,0.09202570397559816,0.1463400309700713
41,2017,0.0,0.0,
41,2018,0.0,0.0,
41,2019,0.0,0.07335019418864083,0.16997691195289227
41,2020,,0.0,
41,2021,0.030479886506750712,0.0428122560978058,0.16732585800759675
41,2022,,0.0,0.18197833249917014
41,2023,0.17492952546381924,0.1655119418735095,
41,2024,0.13320854298276733,0.15362991863020026,
42,2002,,0.1363481451838358,
42,2009,0.0780034718598684,0.09261344299028619,
42,2013,0.08413671930162277,,
42,2015,0.17336558718015455,,
42,2017,0.0,,
42,2020,,,0.16330817165972195
42,2023,0.0,,
42,2024,0.0,,
43,1999,0.3639072756909353,0.21647223789059544,
43,2002,,,0.12809925110967274
43,2008,0.10738349825561784,,
43,2009,0.17356264359918866,,
43,2010,0.3530986121366276,,
43,2011,0.17073266221106848,,
43,2012,0.09647462170732189,,0.6455441186799515
43,2013,0.2474962023821835,0.07632563490831899,
43,2015,0.26892475891947476,0.13145215979284924,
43,2016,0.2711232297377105,0.28387114231544486,
43,2017,0.3061772771808972,,
43,2018,0.6386988774080181,0.29235810406812696,
43,2019,0.23482495447945156,0.15024477830626295,
43,2020,0.1542879508112741,0.23325523975720924,
43,2021,0.2893985413266317,0.14894080432166534,
43,2022,0.0,0.2873128054503826,
43,2023,0.07937035372449902,0.10170153702059107,
43,2024,0.13320854298276733,0.15362991863020026,
44,1999,0.009429449131734064,0.1395776537729733,
44,2008,0.10738349825561784,,
44,2009,0.0780034718598684,,
44,2010,0.05785004632619019,,
44,2012,,,0.8148821176558589
44,2013,,,0.471863791515286
44,2014,0.07253077726396527,0.0779297043732948,
44,2015,,0.0,
44,2016,,0.0,
44,2017,,0.04618121212660111,
44,2018,,0.0,
44,2019,0.0,,
44,2020,0.0,0.0,
44,2021,0.0,,
44,2022,0.23073091447758326,0.1406809160208143,
44,2024,0.012818224471617607,0.04750137040634072,
45,2001,0.4458327793696816,0.5378222472367756,
45,2002,0.20559727850311607,0.21324272930145796,
45,2003,0.2591205272198464,0.29136870496163925,
45,2004,,0.3553004925378958,
45,2005,0.3640631541560195,0.41868063715865433,
45,2006,,0.20799363477464688,
45,2007,0.2295454601199738,0.34437904507857636,
45,2008,0.10738349825561784,0.48704574491385677,
45,2009,0.5002816097603101,0.7279072733935354,
45,2010,0.6005185027377816,0.9074770644726734,
45,2011,0.5795398242488432,0.7615904662364054,
45,2012,0.4982460995998976,0.8315610627763502,
45,2013,0.438614545860824,0.8182227206144477,
45,2014,0.36777934307440263,0.7197636787094525,
45,2015,0.26892475891947476,0.7399910859536387,
45,2016,0.4170171003730172,0.6824894949603313,
45,2017,0.24694801643213332,0.7014561774583964,
